tweet_id,favorites,retweet_count
830097400375152640,9141,2689
829878982036299777,0,4592
829861396166877184,11501,1790
829501995190984704,29832,9750
829449946868879360,9851,1858
829141528400556032,22873,6753
829011960981237760,50179,15066
828801551087042563,0,3151
828770345708580865,24033,5385
828708714936930305,34186,10299
828650029636317184,8933,1233
828409743546925057,6032,1078
828408677031882754,7238,1183
828381636999917570,11847,2055
828376505180889089,6973,991
828372645993398273,11845,2722
828361771580813312,2065,165
828046555563323392,11028,2649
828011680017821696,9751,1981
827933404142436356,18799,4815
827653905312006145,14558,2787
827600520311402496,7049,864
827324948884643840,14920,2801
827199976799354881,9977,2057
826958653328592898,20275,4592
826848821049180160,33981,9309
826615380357632002,0,3673
826598799820865537,4850,229
826598365270007810,9427,2174
826476773533745153,17335,3887
826240494070030336,12506,2412
826204788643753985,4586,855
826115272272650244,14713,2860
825876512159186944,9909,1735
825829644528148480,11994,2325
825535076884762624,53844,16313
825147591692263424,17218,4170
825120256414846976,0,1165
825026590719483904,5892,1165
824796380199809024,0,5080
824775126675836928,14027,3261
824663926340194305,9926,1639
824325613288833024,11148,9859
824297048279236611,14192,3558
824025158776213504,4569,556
823939628516474880,10039,2524
823719002937630720,0,10320
823699002998870016,13176,2331
823581115634085888,12232,2434
823333489516937216,662,22
823322678127919110,14787,3710
823269594223824897,0,9192
822975315408461824,16334,3194
822872901745569793,123758,39805
822859134160621569,12422,2107
822647212903690241,0,5939
822610361945911296,13934,2723
822489057087389700,17066,5939
822462944365645825,26230,13091
822244816520155136,33026,9192
822163064745328640,0,4358
821886076407029760,10656,2132
821813639212650496,0,3115
821765923262631936,7890,1555
821522889702862852,7554,1627
821421320206483457,0,5116
821407182352777218,11078,3981
821153421864615936,236,9
821149554670182400,8089,1821
821107785811234820,9040,1968
821044531881721856,11921,2117
820837357901512704,0,6219
820749716845686786,29750,9164
820690176645140481,11559,2992
820494788566847489,0,521
820446719150292993,0,2383
820314633777061888,3151,521
820078625395449857,18591,5768
820013781606658049,0,1080
819952236453363712,5011,1080
819924195358416896,12201,4531
819711362133872643,12590,2863
819588359383371776,9136,1865
819347104292290561,6820,1115
819238181065359361,2134,379
819227688460238848,21742,6219
819015337530290176,0,34452
819015331746349057,0,17740
819006400881917954,42912,17740
819004803107983360,82445,34452
818646164899774465,0,19379
818627210458333184,21168,7043
818614493328580609,9276,2346
818588835076603904,0,5670
818536468981415936,10241,2264
818307523543449600,0,7433
818259473185828864,10389,2074
818145370475810820,11591,2361
817908911860748288,4598,739
817827839487737858,48473,25037
817777686764523521,10202,2514
817536400337801217,11085,2721
817502432452313088,0,3133
817423860136083457,31753,13540
817415592588222464,5284,885
817181837579653120,0,7837
817171292965273600,8286,1860
817120970343411712,11512,2406
817056546584727552,8114,1510
816829038950027264,0,4373
816816676327063552,9454,1886
816697700272001025,9216,2048
816450570814898180,28600,7433
816336735214911488,8149,1795
816091915477250048,8466,1980
816062466425819140,0,944
816014286006976512,0,4864
815990720817401858,4680,944
815966073409433600,21076,7837
815745968457060357,0,3845
815736392542261248,9278,2109
815639385530101762,7802,1548
815390420867969024,9806,3555
814986499976527872,7245,1183
814638523311648768,10668,2517
814578408554463233,0,5440
814530161257443328,8201,1734
814153002265309185,27181,8083
813944609378369540,0,2946
813910438903693312,8835,1726
813812741911748608,34537,12997
813800681631023104,7868,1640
813217897535406080,17636,6830
813202720496779264,8750,1700
813187593374461952,18771,4034
813172488309972993,8779,1803
813157409116065792,7362,2060
813142292504645637,8069,2237
813130366689148928,4255,418
813127251579564032,11180,2913
813112105746448384,9776,2554
813096984823349248,10013,3372
813081950185472002,9407,2586
813066809284972545,7530,1821
813051746834595840,19890,6819
812781120811126785,7134,1784
812709060537683968,6280,1349
812503143955202048,5730,1148
812466873996607488,7558,1796
812372279581671427,12903,3414
811985624773361665,6897,1307
811744202451197953,7143,1469
811647686436880384,5306,680
811627233043480576,12046,2840
811386762094317568,19807,5962
810984652412424192,5044,1328
810896069567610880,8514,1639
810657578271330305,10409,2460
810284430598270976,33228,10471
810254108431155201,13938,3151
809920764300447744,14753,3673
809808892968534016,0,4557
809448704142938112,6594,1363
809220051211603969,18828,5228
809084759137812480,12530,3286
808838249661788160,9620,2857
808733504066486276,7476,2029
808501579447930884,10733,2452
808344865868283904,40082,19379
808134635716833280,0,5492
808106460588765185,8364,2062
808001312164028416,11819,3296
807621403335917568,13809,3375
807106840509214720,111313,51480
807059379405148160,0,6864
807010152071229440,12436,3620
806629075125202948,70391,32253
806620845233815552,0,5125
806576416489959424,4651,1818
806542213899489280,9711,2212
806242860592926720,0,10841
806219024703037440,6121,1131
805958939288408065,0,4996
805932879469572096,7863,1796
805826884734976000,6222,1710
805823200554876929,0,7442
805520635690676224,5472,1547
805487436403003392,8324,2370
805207613751304193,7463,1623
804738756058218496,12944,3592
804475857670639616,5825,1885
804413760345620481,0,3000
804026241225523202,41937,14988
803773340896923648,9527,2580
803692223237865472,0,6902
803638050916102144,10351,3873
803380650405482500,7371,1765
803321560782307329,0,4938
803276597545603072,9520,2292
802952499103731712,8559,1867
802624713319034886,0,2716
802600418706604034,6749,1377
802572683846291456,8496,2349
802323869084381190,15302,5457
802265048156610565,6607,1288
802239329049477120,8629,2451
802185808107208704,0,250
801958328846974976,7352,1592
801854953262350336,1722,218
801538201127157760,7796,1949
801285448605831168,5725,770
801167903437357056,23118,5492
801127390143516673,0,3691
801115127852503040,7663,1982
800859414831898624,644,90
800855607700029440,0,1512
800751577355128832,10070,2618
800513324630806528,12466,2817
800459316964663297,9027,2056
800443802682937345,0,4012
800388270626521089,10581,2630
800188575492947969,0,3681
800141422401830912,14483,2383
800018252395122689,26832,12265
799774291445383169,0,4355
799757965289017345,7941,2000
799422933579902976,7675,1794
799308762079035393,0,5060
799297110730567681,9367,2552
799063482566066176,7679,2336
798933969379225600,12392,4145
798925684722855936,7149,1355
798705661114773508,0,6192
798701998996647937,0,7214
798697898615730177,0,6074
798694562394996736,0,4629
798686750113755136,0,2173
798682547630837760,0,4419
798673117451325440,0,5206
798665375516884993,0,3667
798644042770751489,0,1738
798628517273620480,0,1856
798585098161549313,0,5254
798576900688019456,0,5460
798340744599797760,0,3131
798209839306514432,9900,2418
797971864723324932,10928,2881
797545162159308800,13842,4604
797236660651966464,18875,6138
797165961484890113,212,24
796904159865868288,0,8333
796865951799083009,7290,1825
796759840936919040,11179,2822
796563435802726400,0,6711
796484825502875648,7168,1647
796387464403357696,10437,3880
796177847564038144,0,13326
796149749086875649,30434,13326
796125600683540480,4725,1680
796116448414461957,8615,2244
796080075804475393,8003,2158
796031486298386433,10243,3494
795464331001561088,46650,21895
795400264262053889,9479,2677
795076730285391872,15310,5080
794983741416415232,0,3149
794926597468000259,9654,2153
794355576146903043,0,9633
794332329137291264,9109,2532
794205286408003585,8753,3105
793962221541933056,15876,4557
793845145112371200,8747,1740
793614319594401792,0,2918
793601777308463104,7561,1511
793500921481273345,10094,2226
793286476301799424,23297,8574
793271401113350145,8235,2239
793256262322548741,18886,7775
793241302385262592,9962,3064
793226087023144960,9265,2707
793210959003287553,8458,2600
793195938047070209,14411,5258
793180763617361921,6545,1858
793165685325201412,8879,2620
793150605191548928,5834,1592
793135492858580992,6061,2348
793120401413079041,11990,3671
792913359805018113,13550,3702
792883833364439040,10685,3991
792773781206999040,6983,1569
792394556390137856,12688,4006
792050063153438720,6756,1667
791821351946420224,0,19638
791784077045166082,0,8855
791780927877898241,0,3545
791774931465953280,42646,20694
791672322847637504,11118,2918
791406955684368384,12465,3845
791312159183634433,8304,2359
791026214425268224,0,3794
790987426131050500,9284,1981
790946055508652032,15833,4373
790723298204217344,0,2140
790698755171364864,7786,1798
790581949425475584,19503,6624
790337589677002753,7409,1763
790277117346975746,11873,2946
790227638568808452,0,3294
789986466051088384,8787,2140
789960241177853952,0,3810
789903600034189313,9762,3872
789628658055020548,7061,1639
789599242079838210,6363,1787
789530877013393408,11060,3149
789314372632018944,8181,2130
789280767834746880,0,4576
789268448748703744,8631,2436
789137962068021249,9204,2600
788908386943430656,26010,11676
788765914992902144,25839,9633
788552643979468800,0,6632
788412144018661376,14684,4908
788178268662984705,6877,1967
788150585577050112,5781,1196
788070120937619456,0,3202
788039637453406209,5779,1221
787810552592695296,8131,2832
787717603741622272,9692,2579
787397959788929025,10310,2658
787322443945877504,7373,1621
787111942498508800,0,6282
786963064373534720,25222,7406
786729988674449408,0,2270
786709082849828864,17329,5712
786664955043049472,10029,2359
786595970293370880,8956,2904
786363235746385920,10255,3206
786286427768250368,7547,2636
786233965241827333,14369,4358
786051337297522688,1352,145
786036967502913536,0,6481
785927819176054784,10778,2974
785872687017132033,6323,1667
785639753186217984,7438,2100
785533386513321988,8561,1832
785515384317313025,5774,1157
785264754247995392,6890,1513
785170936622350336,11333,4483
784826020293709826,9558,3000
784517518371221505,8474,2357
784431430411685888,5435,1181
784183165795655680,18904,7442
784057939640352768,28021,10320
783839966405230592,28317,10005
783821107061198850,6955,1822
783695101801398276,9838,2981
783466772167098368,7947,2073
783391753726550016,15958,5073
783347506784731136,0,5130
783334639985389568,27404,10841
783085703974514689,7712,2017
782969140009107456,22766,6864
782747134529531904,7054,1316
782722598790725632,16251,4996
782598640137187329,7366,1763
782305867769217024,15676,5116
782021823840026624,0,5713
781955203444699136,10540,3126
781661882474196992,9847,2511
781655249211752448,3768,1047
781524693396357120,19542,5125
781308096455073793,6727,2377
781251288990355457,7902,1922
781163403222056960,9246,2573
780931614150983680,20450,6711
780858289093574656,6782,1856
780800785462489090,5177,1198
780601303617732608,11405,3115
780543529827336192,5930,1623
780496263422808064,0,3411
780476555013349377,0,103
780459368902959104,4981,1000
780192070812196864,8188,2076
780092040432480260,0,2121
780074436359819264,11395,4556
779834332596887552,17710,6481
779377524342161408,8232,2873
779124354206535695,0,16949
779056095788752897,13849,4195
778990705243029504,18702,6632
778774459159379968,0,9118
778764940568104960,819,337
778748913645780993,6445,1203
778650543019483137,5408,1385
778624900596654080,4329,940
778408200802557953,12837,3994
778396591732486144,0,11295
778383385161035776,5491,1018
778286810187399168,9719,3054
778039087836069888,7967,2454
778027034220126208,6182,1490
777953400541634568,0,3256
777885040357281792,5984,1511
777684233540206592,10590,2716
777641927919427584,0,3905
777621514455814149,8203,2332
777189768882946048,13279,3973
776819012571455488,0,12547
776813020089548800,4596,1111
776477788987613185,8222,2549
776249906839351296,0,8417
776218204058357768,28024,14654
776201521193218049,9006,2330
776113305656188928,11076,4012
776088319444877312,1709,141
775898661951791106,0,15467
775842724423557120,11004,2454
775733305207554048,13034,3691
775729183532220416,12240,4263
775364825476165632,6929,2708
775350846108426240,9552,3615
775085132600442880,14593,4355
774757898236878852,8117,1650
774639387460112384,6351,1610
774314403806253056,20480,5060
773985732834758656,10134,3576
773922284943896577,6048,1619
773704687002451968,6221,1494
773670353721753600,5044,1220
773547596996571136,20777,5670
773336787167145985,0,4656
773308824254029826,21923,6929
773247561583001600,8858,2994
773191612633579521,9359,3792
772877495989305348,8030,3569
772826264096874500,7554,2202
772615324260794368,0,3108
772581559778025472,6088,1579
772193107915964416,5658,1285
772152991789019136,3580,1048
772117678702071809,3539,686
772114945936949249,2575,440
772102971039580160,3762,862
771908950375665664,6164,1749
771770456517009408,11253,3131
771500966810099713,7752,2414
771380798096281600,9887,4656
771171053431250945,0,6869
771136648247640064,8585,2702
771102124360998913,5847,1325
771014301343748096,6467,1534
770787852854652928,4607,1100
770772759874076672,4876,1320
770655142660169732,6909,1663
770414278348247044,5928,1921
770293558247038976,5838,1352
770093767776997377,0,2803
770069151037685760,7125,2119
769940425801170949,29225,8808
769695466921623552,6029,1559
769335591808995329,0,7107
769212283578875904,5073,1593
768970937022709760,13367,5979
768909767477751808,0,2430
768855141948723200,3920,821
768609597686943744,3847,1095
768596291618299904,4727,1184
768554158521745409,0,5368
768473857036525572,12746,3152
768193404517830656,10164,3256
767884188863397888,4458,1264
767754930266464257,14945,4938
767500508068192258,7032,2142
767191397493538821,11504,3457
767122157629476866,9525,2630
766793450729734144,4733,1250
766714921925144576,2459,345
766693177336135680,3785,727
766423258543644672,5618,1450
766313316352462849,6328,1728
766078092750233600,0,2410
766069199026450432,3931,770
766008592277377025,3526,456
765719909049503744,6789,1986
765669560888528897,4845,1128
765395769549590528,25061,3099
765371061932261376,6665,1999
765222098633691136,10896,3108
764857477905154048,6063,1642
764259802650378240,5621,1384
763956972077010945,731,49
763837565564780549,11727,3794
763183847194451968,5050,1352
763167063695355904,0,2743
763103485927849985,6909,2110
762699858130116608,11337,3294
762471784394268675,10490,5888
762464539388485633,9619,3810
762316489655476224,4494,1027
762035686371364864,29742,14247
761976711479193600,5030,1818
761750502866649088,0,3577
761745352076779520,4008,792
761672994376806400,46175,26640
761599872357261312,3876,1095
761371037149827077,0,16596
761334018830917632,4814,1333
761292947749015552,4176,998
761227390836215808,4988,1437
761004547850530816,10629,3202
760893934457552897,3564,886
760656994973933572,6163,1745
760641137271070720,4663,1185
760539183865880579,7058,3326
760521673607086080,3915,1278
760290219849637889,25017,10536
760252756032651264,3699,795
760190180481531904,5339,1645
760153949710192640,0,28
759943073749200896,5516,1926
759846353224826880,6273,1795
759793422261743616,5566,1757
759557299618865152,4389,1101
759447681597108224,7929,2270
759446261539934208,1562,453
759197388317847553,5688,1798
759159934323924993,0,1065
759099523532779520,13588,3809
759047813560868866,6059,1844
758854675097526272,3317,839
758828659922702336,10450,3542
758740312047005698,5367,1496
758474966123810816,3549,912
758467244762497024,4467,2026
758405701903519748,4863,1757
758355060040593408,3146,957
758099635764359168,17667,9118
758041019896193024,2522,338
757741869644341248,6395,3017
757729163776290825,0,7186
757725642876129280,4247,1108
757611664640446465,4285,1004
757597904299253760,0,277
757596066325864448,4062,954
757400162377592832,14111,6299
757393109802180609,5434,1574
757354760399941633,4202,1298
756998049151549440,5858,1830
756939218950160384,6197,1831
756651752796094464,4689,1190
756526248105566208,9682,3286
756303284449767430,3683,1002
756288534030475264,41103,16261
756275833623502848,5965,1402
755955933503782912,6812,2619
755206590534418437,15272,4892
755110668769038337,19686,10156
754874841593970688,0,7218
754856583969079297,6431,2307
754747087846248448,2410,476
754482103782404096,4923,1786
754449512966619136,3500,671
754120377874386944,7370,2158
753655901052166144,5438,1989
753420520834629632,7321,3230
753398408988139520,5342,1725
753375668877008896,7119,2121
753298634498793472,0,5193
753294487569522689,3123,955
753039830821511168,34527,19126
753026973505581056,3643,874
752932432744185856,11731,6282
752917284578922496,6497,1438
752701944171524096,0,2610
752682090207055872,5590,1456
752660715232722944,4070,1419
752568224206688256,5107,2078
752519690950500352,6838,3148
752334515931054080,3589,1006
752309394570878976,0,14867
752173152931807232,5535,1668
751950017322246144,2845,830
751937170840121344,4821,1195
751830394383790080,5427,1784
751793661361422336,5384,2609
751598357617971201,7393,2824
751583847268179968,4099,1001
751538714308972544,4706,1144
751456908746354688,2998,920
751251247299190784,11713,5374
751205363882532864,5892,1662
751132876104687617,4719,1180
750868782890057730,4448,1242
750719632563142656,12230,4576
750506206503038976,4128,1046
750429297815552001,12284,3905
750383411068534784,4253,1038
750381685133418496,669,26
750147208377409536,2902,873
750132105863102464,3359,1176
750117059602808832,4043,1204
750101899009982464,2839,774
750086836815486976,2022,490
750071704093859840,7235,3023
750056684286914561,2950,817
750041628174217216,2957,565
750026558547456000,2524,717
750011400160841729,3001,819
749996283729883136,2824,754
749981277374128128,4771,2272
749774190421639168,4349,1205
749417653287129088,5667,1508
749403093750648834,2434,489
749395845976588288,7947,3143
749317047558017024,5086,2040
749075273010798592,5358,1879
749064354620928000,4491,1403
749036806121881602,2877,728
748977405889503236,10004,3124
748932637671223296,5399,2052
748705597323898880,2582,875
748699167502000129,4402,1453
748692773788876800,3943,1224
748575535303884801,5626,1803
748568946752774144,2043,606
748346686624440324,4843,1119
748337862848962560,7046,3724
748324050481647620,3447,689
748307329658011649,3437,652
748220828303695873,13110,7087
747963614829678593,5370,1950
747933425676525569,6160,2346
747885874273214464,2712,878
747844099428986880,2621,673
747816857231626240,4490,1053
747651430853525504,1271,143
747648653817413632,11943,5307
747600769478692864,2165,520
747594051852075008,3416,946
747512671126323200,5115,1470
747461612269887489,3581,938
747439450712596480,5029,1749
747242308580548608,0,2620
747219827526344708,4880,1433
747204161125646336,3117,828
747103485104099331,8868,3613
746906459439529985,2712,269
746872823977771008,5558,1935
746818907684614144,4941,1591
746790600704425984,4511,1456
746757706116112384,8821,3545
746726898085036033,5622,1634
746542875601690625,4680,1742
746521445350707200,0,898
746507379341139972,4338,989
746369468511756288,5751,1482
746131877086527488,6377,1992
746056683365994496,3317,738
745789745784041472,3663,963
745712589599014916,6490,2121
745433870967832576,6529,2302
745422732645535745,7936,2190
745314880350101504,6596,2474
745074613265149952,7252,3177
745057283344719872,6738,2049
744995568523612160,2737,566
744971049620602880,7290,2436
744709971296780288,5211,1430
744334592493166593,6325,1924
744234799360020481,144388,70421
744223424764059648,1533,324
743980027717509120,3886,1000
743895849529389061,3398,875
743835915802583040,0,1862
743609206067040256,4152,1268
743595368194129920,16909,5942
743545585370791937,3272,859
743510151680958465,7400,3411
743253157753532416,3925,1117
743222593470234624,5721,1728
743210557239623680,3553,1232
742534281772302336,6542,3270
742528092657332225,4093,1790
742465774154047488,6738,3588
742423170473463808,9073,3411
742385895052087300,6276,1772
742161199639494656,3990,1242
742150209887731712,4704,1394
741793263812808706,4211,1381
741743634094141440,7537,2489
741438259667034112,3410,744
741303864243200000,8112,2911
741099773336379392,9205,5007
741067306818797568,8839,2803
740995100998766593,5813,2461
740711788199743490,3142,859
740699697422163968,2645,706
740676976021798912,16793,6192
740373189193256964,32497,12097
740365076218183684,2244,385
740359016048689152,3045,794
740214038584557568,6173,1780
739979191639244800,18460,5368
739932936087216128,3749,983
739844404073074688,3520,785
739623569819336705,3493,1236
739606147276148736,4978,1490
739544079319588864,36402,19208
739485634323156992,6589,2635
739238157791694849,106901,52686
738891149612572673,89,6
738885046782832640,3496,1042
738883359779196928,3037,720
738537504001953792,4696,1392
738402415918125056,3001,737
738184450748633089,3962,1104
738166403467907072,8057,3030
738156290900254721,2281,584
737826014890496000,4824,1601
737800304142471168,9248,3162
737678689543020544,4620,1193
737445876994609152,9426,4043
737322739594330112,3315,730
737310737551491075,13494,6736
736736130620620800,3868,1538
736392552031657984,16306,6632
736365877722001409,3657,1111
736225175608430592,7477,2537
736010884653420544,7237,2694
735991953473572864,3294,1033
735648611367784448,3722,1007
735635087207878657,5651,2138
735274964362878976,12016,4535
735256018284875776,3056,801
735137028879360001,2873,878
734912297295085568,2542,471
734787690684657664,11542,5746
734776360183431168,2315,487
734559631394082816,1374,353
733828123016450049,3299,714
733822306246479872,3383,923
733482008106668032,2876,852
733460102733135873,3868,1135
733109485275860992,49275,15467
732732193018155009,2225,481
732726085725589504,3287,794
732585889486888962,3354,712
732375214819057664,7421,2276
732005617171337216,13670,4864
731285275100512256,3217,899
731156023742988288,3542,1140
730924654643314689,5629,1781
730573383004487680,4454,1909
730427201120833536,3198,937
730211855403241472,3483,956
